AvailabilityZone,BilledCost,BillingAccountId,BillingAccountName,BillingCurrency,BillingPeriodEnd,BillingPeriodStart,CapacityReservationId,CapacityReservationStatus,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,ChargePeriodEnd,ChargePeriodStart,CommitmentDiscountCategory,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountQuantity,CommitmentDiscountStatus,CommitmentDiscountType,CommitmentDiscountUnit,ConsumedQuantity,ConsumedUnit,ContractedCost,ContractedUnitPrice,EffectiveCost,HostProviderName,InvoiceIssuerName,ListCost,ListUnitPrice,PricingCategory,PricingQuantity,PricingUnit,RegionId,RegionName,ResourceId,ResourceName,ResourceType,ServiceCategory,ServiceName,ServiceProviderName,ServiceSubcategory,SkuId,SkuMeter,SkuPriceDetails,SkuPriceId,SubAccountId,SubAccountName,Tags,ProviderName,PublisherName,PricingCurrency,SubAccountType,InvoiceId,AllocatedMethodDetails,AllocatedMethodId,AllocatedResourceId,AllocatedResourceName,AllocatedTags,ContractApplied,BillingAccountType,PricingCurrencyContractedUnitPrice,PricingCurrencyEffectiveCost,PricingCurrencyListUnitPrice
,353028.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Purchase,,Compute Flexible Spend Plan commitment purchase,One-Time,2027-02-01T00:00:00Z,2026-02-01T00:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,353028.00,,Flexible Spend Plan,USD,,,353028.00,1.00,0.00,,Aura Web,353028.00,1.00,Standard,353028.00,USD,us-east-1,US East (N. Virginia),auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,Commitment,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-PURCHASE,AURAWEB-USEAST1-COMPUTE-PURCHASE,,AURAWEB-USEAST1-COMPUTE-PURCHASE-UPFRONT,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,1.00,0.00,1.00
,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute unused commitment,Usage-Based,2026-02-01T01:00:00Z,2026-02-01T00:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,40.30,Unused,Flexible Spend Plan,USD,,,40.30,1.00,40.30,,Aura Web,40.30,1.00,Committed,40.30,USD,us-east-1,US East (N. Virginia),auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,Commitment,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-PURCHASE,AURAWEB-USEAST1-COMPUTE-PURCHASE,,AURAWEB-USEAST1-COMPUTE-PURCHASE-UPFRONT,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,1.00,40.30,1.00
,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute unused commitment,Usage-Based,2026-02-01T02:00:00Z,2026-02-01T01:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,40.30,Unused,Flexible Spend Plan,USD,,,40.30,1.00,40.30,,Aura Web,40.30,1.00,Committed,40.30,USD,us-east-1,US East (N. Virginia),auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,Commitment,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-PURCHASE,AURAWEB-USEAST1-COMPUTE-PURCHASE,,AURAWEB-USEAST1-COMPUTE-PURCHASE-UPFRONT,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,1.00,40.30,1.00
,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute unused commitment,Usage-Based,2026-02-01T03:00:00Z,2026-02-01T02:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,40.30,Unused,Flexible Spend Plan,USD,,,40.30,1.00,40.30,,Aura Web,40.30,1.00,Committed,40.30,USD,us-east-1,US East (N. Virginia),auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,Commitment,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-PURCHASE,AURAWEB-USEAST1-COMPUTE-PURCHASE,,AURAWEB-USEAST1-COMPUTE-PURCHASE-UPFRONT,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,1.00,40.30,1.00
,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute unused commitment,Usage-Based,2026-02-01T04:00:00Z,2026-02-01T03:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,40.30,Unused,Flexible Spend Plan,USD,,,40.30,1.00,40.30,,Aura Web,40.30,1.00,Committed,40.30,USD,us-east-1,US East (N. Virginia),auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,Commitment,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-PURCHASE,AURAWEB-USEAST1-COMPUTE-PURCHASE,,AURAWEB-USEAST1-COMPUTE-PURCHASE-UPFRONT,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,1.00,40.30,1.00
,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute unused commitment,Usage-Based,2026-02-01T05:00:00Z,2026-02-01T04:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,40.30,Unused,Flexible Spend Plan,USD,,,40.30,1.00,40.30,,Aura Web,40.30,1.00,Committed,40.30,USD,us-east-1,US East (N. Virginia),auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,Commitment,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-PURCHASE,AURAWEB-USEAST1-COMPUTE-PURCHASE,,AURAWEB-USEAST1-COMPUTE-PURCHASE-UPFRONT,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,1.00,40.30,1.00
,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute unused commitment,Usage-Based,2026-02-01T06:00:00Z,2026-02-01T05:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,40.30,Unused,Flexible Spend Plan,USD,,,40.30,1.00,40.30,,Aura Web,40.30,1.00,Committed,40.30,USD,us-east-1,US East (N. Virginia),auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,Commitment,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-PURCHASE,AURAWEB-USEAST1-COMPUTE-PURCHASE,,AURAWEB-USEAST1-COMPUTE-PURCHASE-UPFRONT,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,1.00,40.30,1.00
,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute unused commitment,Usage-Based,2026-02-01T07:00:00Z,2026-02-01T06:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,40.30,Unused,Flexible Spend Plan,USD,,,40.30,1.00,40.30,,Aura Web,40.30,1.00,Committed,40.30,USD,us-east-1,US East (N. Virginia),auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,Commitment,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-PURCHASE,AURAWEB-USEAST1-COMPUTE-PURCHASE,,AURAWEB-USEAST1-COMPUTE-PURCHASE-UPFRONT,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,1.00,40.30,1.00
,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute unused commitment,Usage-Based,2026-02-01T08:00:00Z,2026-02-01T07:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,40.30,Unused,Flexible Spend Plan,USD,,,40.30,1.00,40.30,,Aura Web,40.30,1.00,Committed,40.30,USD,us-east-1,US East (N. Virginia),auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,Commitment,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-PURCHASE,AURAWEB-USEAST1-COMPUTE-PURCHASE,,AURAWEB-USEAST1-COMPUTE-PURCHASE-UPFRONT,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,1.00,40.30,1.00
,0.00,ACCT-123456789012,Acme Corp Production Account,USD,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,,,Usage,,Aura Web Compute unused commitment,Usage-Based,2026-02-01T09:00:00Z,2026-02-01T08:00:00Z,Spend,auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,40.30,Unused,Flexible Spend Plan,USD,,,40.30,1.00,40.30,,Aura Web,40.30,1.00,Committed,40.30,USD,us-east-1,US East (N. Virginia),auraweb:flexspend::ACCT-123456789012:flexspendplan/fsp-abc123def456,Compute Flexible Spend Plan,Commitment,Compute,Aura Web Compute,,Compute Instances,AURAWEB-USEAST1-COMPUTE-PURCHASE,AURAWEB-USEAST1-COMPUTE-PURCHASE,,AURAWEB-USEAST1-COMPUTE-PURCHASE-UPFRONT,ACCT-987654321098,Development Team,,Aura Web,Aura Web,USD,,INV-AURAWEB-2026-001,,,,,,,,1.00,40.30,1.00
