BillingPeriodStart,BillingPeriodEnd,ChargePeriodStart,ChargePeriodEnd,ChargeCategory,ChargeFrequency,BillingAccountId,BillingAccountName,SubAccountId,SubAccountName,ProviderName,PublisherName,ServiceName,ServiceCategory,RegionId,RegionName,AvailabilityZone,BilledCost,EffectiveCost,ListCost,BilledCurrency,PricingCategory,PricingQuantity,PricingUnit,ListUnitPrice,ContractedUnitPrice,ContractedCost,ResourceId,ResourceName,ResourceType,ConsumedQuantity,ConsumedUnit,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountCategory,CommitmentDiscountType,CommitmentDiscountQuantity,CommitmentDiscountUnit,CommitmentDiscountStatus,SkuId,SkuPriceId
2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,Purchase,One-Time,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google,Compute Engine,Compute,us-central1,Iowa,,185000.00,0,185000.00,USD,Committed,1,Commitment,,,,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Commitment,,,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),,USD,,GCP-USCENTRAL1-COMPUTE-PURCHASE,GCP-USCENTRAL1-COMPUTE-PURCHASE-UPFRONT
2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,Purchase,Recurring,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google,Compute Engine,Compute,us-central1,Iowa,,15416.67,0,15416.67,USD,Committed,1,Commitment,,,,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Commitment,,,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),,USD,,GCP-USCENTRAL1-COMPUTE-PURCHASE,GCP-USCENTRAL1-COMPUTE-PURCHASE-MONTHLY
2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,2026-01-01T00:00:00Z,2026-01-01T01:00:00Z,Usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google,Compute Engine,Compute,us-central1,Iowa,us-central1-a,0,42.24,63.36,USD,Committed,1,Instance Hours,63.36,42.24,42.24,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0000,instance-0000,compute.googleapis.com/Instance,1,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),42.24,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,2026-01-01T01:00:00Z,2026-01-01T02:00:00Z,Usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google,Compute Engine,Compute,us-central1,Iowa,us-central1-a,0,42.24,63.36,USD,Committed,1,Instance Hours,63.36,42.24,42.24,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0001,instance-0001,compute.googleapis.com/Instance,1,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),42.24,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,2026-01-01T02:00:00Z,2026-01-01T03:00:00Z,Usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google,Compute Engine,Compute,us-central1,Iowa,us-central1-a,0,42.24,63.36,USD,Committed,1,Instance Hours,63.36,42.24,42.24,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0002,instance-0002,compute.googleapis.com/Instance,1,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),42.24,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,2026-01-01T03:00:00Z,2026-01-01T04:00:00Z,Usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google,Compute Engine,Compute,us-central1,Iowa,us-central1-a,0,42.24,63.36,USD,Committed,1,Instance Hours,63.36,42.24,42.24,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0003,instance-0003,compute.googleapis.com/Instance,1,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),42.24,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,2026-01-01T04:00:00Z,2026-01-01T05:00:00Z,Usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google,Compute Engine,Compute,us-central1,Iowa,us-central1-a,0,42.24,63.36,USD,Committed,1,Instance Hours,63.36,42.24,42.24,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0004,instance-0004,compute.googleapis.com/Instance,1,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),42.24,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,2026-01-01T05:00:00Z,2026-01-01T06:00:00Z,Usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google,Compute Engine,Compute,us-central1,Iowa,us-central1-a,0,42.24,63.36,USD,Committed,1,Instance Hours,63.36,42.24,42.24,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0005,instance-0005,compute.googleapis.com/Instance,1,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),42.24,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,2026-01-01T06:00:00Z,2026-01-01T07:00:00Z,Usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google,Compute Engine,Compute,us-central1,Iowa,us-central1-a,0,42.24,63.36,USD,Committed,1,Instance Hours,63.36,42.24,42.24,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0006,instance-0006,compute.googleapis.com/Instance,1,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),42.24,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
2026-01-01T00:00:00Z,2026-02-01T00:00:00Z,2026-01-01T07:00:00Z,2026-01-01T08:00:00Z,Usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google,Compute Engine,Compute,us-central1,Iowa,us-central1-a,0,42.24,63.36,USD,Committed,1,Instance Hours,63.36,42.24,42.24,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0007,instance-0007,compute.googleapis.com/Instance,1,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),42.24,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
