BillingPeriodStart,BillingPeriodEnd,ChargePeriodStart,ChargePeriodEnd,ChargeCategory,ChargeClass,ChargeDescription,ChargeFrequency,BillingAccountId,BillingAccountName,SubAccountId,SubAccountName,InvoiceIssuerName,ProviderName,PublisherName,ServiceName,ServiceCategory,ServiceSubcategory,InvoiceId,RegionId,RegionName,AvailabilityZone,BilledCost,EffectiveCost,ListCost,BillingCurrency,PricingCategory,PricingQuantity,PricingUnit,ListUnitPrice,ContractedUnitPrice,ContractedCost,ResourceId,ResourceName,ResourceType,ConsumedQuantity,ConsumedUnit,CommitmentDiscountId,CommitmentDiscountName,CommitmentDiscountCategory,CommitmentDiscountType,CommitmentDiscountQuantity,CommitmentDiscountUnit,CommitmentDiscountStatus,SkuId,SkuPriceId
2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,Purchase,,Spend-based CUD commitment purchase,One-Time,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google Cloud Platform,Google,Compute Engine,Compute,Compute Instances,INV-GCP-2026-001,us-central1,Iowa,,553000.00,0.00,553000.00,USD,Standard,1.00,Units,553000.00,553000.00,553000.00,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Commitment,,,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),,USD,,GCP-USCENTRAL1-COMPUTE-PURCHASE,GCP-USCENTRAL1-COMPUTE-PURCHASE-UPFRONT
2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,2026-02-01T00:00:00Z,2026-02-01T01:00:00Z,Usage,,Compute Engine committed usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google Cloud Platform,Google,Compute Engine,Compute,Compute Instances,INV-GCP-2026-001,us-central1,Iowa,us-central1-a,0.00,63.13,94.70,USD,Committed,1.00,Hours,94.70,63.13,63.13,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0000,instance-0000,compute.googleapis.com/Instance,1.00,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),63.13,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,2026-02-01T01:00:00Z,2026-02-01T02:00:00Z,Usage,,Compute Engine committed usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google Cloud Platform,Google,Compute Engine,Compute,Compute Instances,INV-GCP-2026-001,us-central1,Iowa,us-central1-a,0.00,63.13,94.70,USD,Committed,1.00,Hours,94.70,63.13,63.13,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0001,instance-0001,compute.googleapis.com/Instance,1.00,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),63.13,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,2026-02-01T02:00:00Z,2026-02-01T03:00:00Z,Usage,,Compute Engine committed usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google Cloud Platform,Google,Compute Engine,Compute,Compute Instances,INV-GCP-2026-001,us-central1,Iowa,us-central1-a,0.00,63.13,94.70,USD,Committed,1.00,Hours,94.70,63.13,63.13,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0002,instance-0002,compute.googleapis.com/Instance,1.00,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),63.13,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,2026-02-01T03:00:00Z,2026-02-01T04:00:00Z,Usage,,Compute Engine committed usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google Cloud Platform,Google,Compute Engine,Compute,Compute Instances,INV-GCP-2026-001,us-central1,Iowa,us-central1-a,0.00,63.13,94.70,USD,Committed,1.00,Hours,94.70,63.13,63.13,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0003,instance-0003,compute.googleapis.com/Instance,1.00,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),63.13,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,2026-02-01T04:00:00Z,2026-02-01T05:00:00Z,Usage,,Compute Engine committed usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google Cloud Platform,Google,Compute Engine,Compute,Compute Instances,INV-GCP-2026-001,us-central1,Iowa,us-central1-a,0.00,63.13,94.70,USD,Committed,1.00,Hours,94.70,63.13,63.13,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0004,instance-0004,compute.googleapis.com/Instance,1.00,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),63.13,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,2026-02-01T05:00:00Z,2026-02-01T06:00:00Z,Usage,,Compute Engine committed usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google Cloud Platform,Google,Compute Engine,Compute,Compute Instances,INV-GCP-2026-001,us-central1,Iowa,us-central1-a,0.00,63.13,94.70,USD,Committed,1.00,Hours,94.70,63.13,63.13,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0005,instance-0005,compute.googleapis.com/Instance,1.00,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),63.13,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,2026-02-01T06:00:00Z,2026-02-01T07:00:00Z,Usage,,Compute Engine committed usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google Cloud Platform,Google,Compute Engine,Compute,Compute Instances,INV-GCP-2026-001,us-central1,Iowa,us-central1-a,0.00,63.13,94.70,USD,Committed,1.00,Hours,94.70,63.13,63.13,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0006,instance-0006,compute.googleapis.com/Instance,1.00,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),63.13,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,2026-02-01T07:00:00Z,2026-02-01T08:00:00Z,Usage,,Compute Engine committed usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google Cloud Platform,Google,Compute Engine,Compute,Compute Instances,INV-GCP-2026-001,us-central1,Iowa,us-central1-a,0.00,63.13,94.70,USD,Committed,1.00,Hours,94.70,63.13,63.13,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0007,instance-0007,compute.googleapis.com/Instance,1.00,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),63.13,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
2026-02-01T00:00:00Z,2026-03-01T00:00:00Z,2026-02-01T08:00:00Z,2026-02-01T09:00:00Z,Usage,,Compute Engine committed usage,Usage-Based,012345-6789AB-CDEF01,GCP Billing Account,my-project-123456,Production Project,Google Cloud Platform,Google Cloud Platform,Google,Compute Engine,Compute,Compute Instances,INV-GCP-2026-001,us-central1,Iowa,us-central1-a,0.00,63.13,94.70,USD,Committed,1.00,Hours,94.70,63.13,63.13,//compute.googleapis.com/projects/my-project-123456/zones/us-central1-a/instances/vm-instance-0008,instance-0008,compute.googleapis.com/Instance,1.00,Hours,projects/my-project-123456/locations/us-central1/commitments/cud-spend-xyz987654321,Spend-based CUD,Spend,Committed Use Discount (Spend),63.13,USD,Used,GCP-USCENTRAL1-COMPUTE-USAGE,GCP-USCENTRAL1-COMPUTE-USAGE-COMMITTED
